grain,grain_key,category,forecast_month,predicted_units,lower_bound,upper_bound,mae,mape_pct,model_used,confidence
sku,914c9e9af640dd56f48764a225b00f89,office_furniture,2018-09-01,3.3,0.0,6.6,4.02,353.8,HW-trend,low
sku,914c9e9af640dd56f48764a225b00f89,office_furniture,2018-10-01,3.5,0.2,6.8,4.02,353.8,HW-trend,low
sku,914c9e9af640dd56f48764a225b00f89,office_furniture,2018-11-01,3.7,0.4,7.0,4.02,353.8,HW-trend,low
sku,91846781ef75057e134949400768e272,sports_leisure,2018-09-01,4.2,1.9,6.5,3.67,107.4,HW-trend,low
sku,91846781ef75057e134949400768e272,sports_leisure,2018-10-01,4.3,2.0,6.5,3.67,107.4,HW-trend,low
sku,91846781ef75057e134949400768e272,sports_leisure,2018-11-01,4.3,2.1,6.6,3.67,107.4,HW-trend,low
sku,91b08d34d0ba4db44da2dc382867ba49,telephony,2018-09-01,0.8,0.0,4.7,2.33,100.0,HW-trend,low
sku,91b08d34d0ba4db44da2dc382867ba49,telephony,2018-10-01,0.7,0.0,4.6,2.33,100.0,HW-trend,low
sku,91b08d34d0ba4db44da2dc382867ba49,telephony,2018-11-01,0.7,0.0,4.6,2.33,100.0,HW-trend,low
sku,91c82ace62e0ca1b69b1a45bcc214b45,watches_gifts,2018-09-01,6.9,4.0,9.7,4.0,69.8,HW-trend,low
sku,91c82ace62e0ca1b69b1a45bcc214b45,watches_gifts,2018-10-01,7.8,4.9,10.6,4.0,69.8,HW-trend,low
sku,91c82ace62e0ca1b69b1a45bcc214b45,watches_gifts,2018-11-01,8.7,5.8,11.5,4.0,69.8,HW-trend,low
sku,921d31a1daa51460b7a95ea5f3ab64d5,health_beauty,2018-07-01,1.2,0.0,12.3,16.3,968.1,HW-trend,low
sku,921d31a1daa51460b7a95ea5f3ab64d5,health_beauty,2018-08-01,1.3,0.0,12.3,16.3,968.1,HW-trend,low
sku,921d31a1daa51460b7a95ea5f3ab64d5,health_beauty,2018-09-01,1.3,0.0,12.4,16.3,968.1,HW-trend,low
sku,93a12c289ca2b78e7069e469f5053ef2,computers_accessories,2018-09-01,2.4,0.0,6.4,6.3,238.1,HW-trend,low
sku,93a12c289ca2b78e7069e469f5053ef2,computers_accessories,2018-10-01,1.8,0.0,5.7,6.3,238.1,HW-trend,low
sku,93a12c289ca2b78e7069e469f5053ef2,computers_accessories,2018-11-01,1.1,0.0,5.1,6.3,238.1,HW-trend,low
sku,93c480c7d11c68ba0a71e850da61b674,computers_accessories,2018-05-01,5.7,1.0,10.4,5.33,266.7,HW-trend,low
sku,93c480c7d11c68ba0a71e850da61b674,computers_accessories,2018-06-01,6.4,1.7,11.1,5.33,266.7,HW-trend,low
sku,93c480c7d11c68ba0a71e850da61b674,computers_accessories,2018-07-01,7.1,2.4,11.8,5.33,266.7,HW-trend,low
sku,93c902b021a9e594f658ab1b0351602a,electronics,2018-09-01,6.1,0.0,15.6,8.65,402.3,HW-trend,low
sku,93c902b021a9e594f658ab1b0351602a,electronics,2018-10-01,5.9,0.0,15.4,8.65,402.3,HW-trend,low
sku,93c902b021a9e594f658ab1b0351602a,electronics,2018-11-01,5.7,0.0,15.2,8.65,402.3,HW-trend,low
sku,94475071013412139f862c0bd7e3bb37,stationery,2018-09-01,4.5,1.6,7.4,1.57,63.4,HW-trend,low
sku,94475071013412139f862c0bd7e3bb37,stationery,2018-10-01,4.7,1.8,7.6,1.57,63.4,HW-trend,low
sku,94475071013412139f862c0bd7e3bb37,stationery,2018-11-01,5.0,2.1,7.9,1.57,63.4,HW-trend,low
sku,952670bc019a73f0933157ec82ff6e4f,bed_bath_table,2017-11-01,1.0,0.0,14.6,28.17,1606.7,HW-trend,low
sku,952670bc019a73f0933157ec82ff6e4f,bed_bath_table,2017-12-01,1.0,0.0,14.6,28.17,1606.7,HW-trend,low
sku,952670bc019a73f0933157ec82ff6e4f,bed_bath_table,2018-01-01,1.0,0.0,14.6,28.17,1606.7,HW-trend,low
sku,9545d45c37449ccbc376de3a04c66e71,health_beauty,2018-08-01,2.0,0.0,6.5,1.14,90.6,HW-trend,low
sku,9545d45c37449ccbc376de3a04c66e71,health_beauty,2018-09-01,1.7,0.0,6.3,1.14,90.6,HW-trend,low
sku,9545d45c37449ccbc376de3a04c66e71,health_beauty,2018-10-01,1.5,0.0,6.1,1.14,90.6,HW-trend,low
sku,95c40b993a22463c83beb5c51a03d46c,computers_accessories,2018-08-01,3.1,1.1,5.1,1.0,100.0,HW-trend,low
sku,95c40b993a22463c83beb5c51a03d46c,computers_accessories,2018-09-01,3.2,1.2,5.2,1.0,100.0,HW-trend,low
sku,95c40b993a22463c83beb5c51a03d46c,computers_accessories,2018-10-01,3.3,1.2,5.3,1.0,100.0,HW-trend,low
sku,962a6951154f98f2c8e9a5b8b2bcf4a9,furniture_decor,2018-09-01,0.0,0.0,7.7,4.83,195.4,HW-trend,low
sku,962a6951154f98f2c8e9a5b8b2bcf4a9,furniture_decor,2018-10-01,0.0,0.0,7.7,4.83,195.4,HW-trend,low
sku,962a6951154f98f2c8e9a5b8b2bcf4a9,furniture_decor,2018-11-01,0.0,0.0,7.7,4.83,195.4,HW-trend,low
sku,97017430754804328eb9597b7f85da03,telephony,2018-09-01,6.9,0.0,13.9,6.64,210.4,HW-trend,low
sku,97017430754804328eb9597b7f85da03,telephony,2018-10-01,6.9,0.0,13.9,6.64,210.4,HW-trend,low
sku,97017430754804328eb9597b7f85da03,telephony,2018-11-01,6.9,0.0,13.9,6.64,210.4,HW-trend,low
sku,97b3b8e8ed22d0ceb3b3c520e806a334,electronics,2018-07-01,2.3,0.3,4.3,2.6,174.4,HW-trend,low
sku,97b3b8e8ed22d0ceb3b3c520e806a334,electronics,2018-08-01,2.2,0.2,4.1,2.6,174.4,HW-trend,low
sku,97b3b8e8ed22d0ceb3b3c520e806a334,electronics,2018-09-01,2.0,0.0,4.0,2.6,174.4,HW-trend,low
sku,98a8c2fa16d7239c606640f5555768e4,garden_tools,2018-08-01,0.6,0.0,4.3,1.18,41.8,HW-trend,medium
sku,98a8c2fa16d7239c606640f5555768e4,garden_tools,2018-09-01,0.4,0.0,4.1,1.18,41.8,HW-trend,medium
sku,98a8c2fa16d7239c606640f5555768e4,garden_tools,2018-10-01,0.2,0.0,4.0,1.18,41.8,HW-trend,medium
sku,98b22c1129886cbd7fcae69d1c93e442,bed_bath_table,2018-06-01,0.8,0.0,2.7,0.06,6.4,HW-trend,high
sku,98b22c1129886cbd7fcae69d1c93e442,bed_bath_table,2018-07-01,0.8,0.0,2.6,0.06,6.4,HW-trend,high
sku,98b22c1129886cbd7fcae69d1c93e442,bed_bath_table,2018-08-01,0.7,0.0,2.5,0.06,6.4,HW-trend,high
sku,98d61056e0568ba048e5d78038790e77,auto,2018-03-01,1.4,0.0,5.1,2.33,100.0,HW-trend,low
sku,98d61056e0568ba048e5d78038790e77,auto,2018-04-01,1.1,0.0,4.9,2.33,100.0,HW-trend,low
sku,98d61056e0568ba048e5d78038790e77,auto,2018-05-01,0.8,0.0,4.6,2.33,100.0,HW-trend,low
sku,98ec655119c24de03b804696821f3955,health_beauty,2018-08-01,0.9,0.0,2.7,0.61,50.0,HW-trend,low
sku,98ec655119c24de03b804696821f3955,health_beauty,2018-09-01,0.2,0.0,2.1,0.61,50.0,HW-trend,low
sku,98ec655119c24de03b804696821f3955,health_beauty,2018-10-01,0.0,0.0,1.8,0.61,50.0,HW-trend,low
sku,99a4788cb24856965c36a24e339b6058,bed_bath_table,2018-09-01,7.7,0.0,36.1,13.2,157.5,HW-trend,low
sku,99a4788cb24856965c36a24e339b6058,bed_bath_table,2018-10-01,7.9,0.0,36.3,13.2,157.5,HW-trend,low
sku,99a4788cb24856965c36a24e339b6058,bed_bath_table,2018-11-01,8.1,0.0,36.5,13.2,157.5,HW-trend,low
sku,99f265229d46f700208ad7cb1ff48aae,telephony,2018-05-01,2.2,0.0,10.5,17.1,855.0,HW-trend,low
sku,99f265229d46f700208ad7cb1ff48aae,telephony,2018-06-01,2.3,0.0,10.7,17.1,855.0,HW-trend,low
sku,99f265229d46f700208ad7cb1ff48aae,telephony,2018-07-01,2.5,0.0,10.8,17.1,855.0,HW-trend,low
sku,99f5b2240b82bf9387e5cf2fc0335b08,computers_accessories,2018-09-01,0.8,0.0,5.2,3.74,328.6,HW-trend,low
sku,99f5b2240b82bf9387e5cf2fc0335b08,computers_accessories,2018-10-01,0.5,0.0,4.9,3.74,328.6,HW-trend,low
sku,99f5b2240b82bf9387e5cf2fc0335b08,computers_accessories,2018-11-01,0.3,0.0,4.7,3.74,328.6,HW-trend,low
sku,9ad75bd7267e5c724cb42c71ac56ca72,bed_bath_table,2018-06-01,0.0,0.0,7.4,3.33,100.0,HW-trend,low
sku,9ad75bd7267e5c724cb42c71ac56ca72,bed_bath_table,2018-07-01,0.0,0.0,7.4,3.33,100.0,HW-trend,low
sku,9ad75bd7267e5c724cb42c71ac56ca72,bed_bath_table,2018-08-01,0.0,0.0,7.4,3.33,100.0,HW-trend,low
sku,9b9d1c4bd979b93c138044e032f99780,cool_stuff,2018-05-01,1.5,0.0,4.4,1.51,150.9,HW-trend,low
sku,9b9d1c4bd979b93c138044e032f99780,cool_stuff,2018-06-01,1.5,0.0,4.3,1.51,150.9,HW-trend,low
sku,9b9d1c4bd979b93c138044e032f99780,cool_stuff,2018-07-01,1.4,0.0,4.3,1.51,150.9,HW-trend,low
sku,9d8a0e115e802d845b4ce1eb794d1260,sports_leisure,2018-06-01,5.2,0.1,10.2,3.63,255.8,HW-trend,low
sku,9d8a0e115e802d845b4ce1eb794d1260,sports_leisure,2018-07-01,5.5,0.4,10.5,3.63,255.8,HW-trend,low
sku,9d8a0e115e802d845b4ce1eb794d1260,sports_leisure,2018-08-01,5.7,0.7,10.8,3.63,255.8,HW-trend,low
sku,9da950e8c8c482441f1b93955b21c827,cool_stuff,2018-09-01,3.5,0.0,8.8,6.47,291.1,HW-trend,low
sku,9da950e8c8c482441f1b93955b21c827,cool_stuff,2018-10-01,3.6,0.0,8.9,6.47,291.1,HW-trend,low
sku,9da950e8c8c482441f1b93955b21c827,cool_stuff,2018-11-01,3.7,0.0,9.0,6.47,291.1,HW-trend,low
sku,9ecadb84c81da840dbf3564378b586e9,furniture_decor,2018-09-01,1.9,0.0,18.3,6.98,493.2,HW-trend,low
sku,9ecadb84c81da840dbf3564378b586e9,furniture_decor,2018-10-01,1.1,0.0,17.5,6.98,493.2,HW-trend,low
sku,9ecadb84c81da840dbf3564378b586e9,furniture_decor,2018-11-01,0.3,0.0,16.7,6.98,493.2,HW-trend,low
sku,9f1c3e71d56894398a42b050b07f1baa,cool_stuff,2018-09-01,2.7,0.0,8.9,3.37,135.2,HW-trend,low
sku,9f1c3e71d56894398a42b050b07f1baa,cool_stuff,2018-10-01,2.8,0.0,9.0,3.37,135.2,HW-trend,low
sku,9f1c3e71d56894398a42b050b07f1baa,cool_stuff,2018-11-01,2.9,0.0,9.1,3.37,135.2,HW-trend,low
sku,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,2018-09-01,18.7,15.8,21.6,7.27,98.5,HW-trend,low
sku,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,2018-10-01,24.9,22.0,27.8,7.27,98.5,HW-trend,low
sku,9fe172fa8e662ca8572cf12abf8bce23,fashion_bags_accessories,2018-11-01,31.1,28.2,34.0,7.27,98.5,HW-trend,low
sku,a02d0123079f4ae96001ba2010d1a2df,construction_tools_lights,2018-09-01,7.3,3.7,11.0,1.69,34.1,HW-trend,medium
sku,a02d0123079f4ae96001ba2010d1a2df,construction_tools_lights,2018-10-01,7.8,4.1,11.4,1.69,34.1,HW-trend,medium
sku,a02d0123079f4ae96001ba2010d1a2df,construction_tools_lights,2018-11-01,8.2,4.5,11.9,1.69,34.1,HW-trend,medium
sku,a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,2018-09-01,2.4,0.0,6.9,4.13,206.7,HW-trend,low
sku,a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,2018-10-01,2.2,0.0,6.6,4.13,206.7,HW-trend,low
sku,a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,2018-11-01,1.9,0.0,6.4,4.13,206.7,HW-trend,low
sku,a19b6951c75da43aad691622dd2f6abe,furniture_decor,2018-09-01,6.0,0.0,12.7,3.25,222.3,HW-trend,low
sku,a19b6951c75da43aad691622dd2f6abe,furniture_decor,2018-10-01,6.3,0.0,12.9,3.25,222.3,HW-trend,low
sku,a19b6951c75da43aad691622dd2f6abe,furniture_decor,2018-11-01,6.5,0.0,13.2,3.25,222.3,HW-trend,low
sku,a1bf559ac1eab015ba992bd76d9d76c7,computers_accessories,2018-08-01,0.2,0.0,3.2,0.6,79.1,HW-trend,low
sku,a1bf559ac1eab015ba992bd76d9d76c7,computers_accessories,2018-09-01,0.1,0.0,3.1,0.6,79.1,HW-trend,low
sku,a1bf559ac1eab015ba992bd76d9d76c7,computers_accessories,2018-10-01,0.1,0.0,3.0,0.6,79.1,HW-trend,low
sku,a237de12bdf0bfe4fe220bae65a89731,furniture_decor,2018-04-01,1.5,0.0,7.5,3.37,292.5,HW-trend,low
sku,a237de12bdf0bfe4fe220bae65a89731,furniture_decor,2018-05-01,1.0,0.0,7.0,3.37,292.5,HW-trend,low
sku,a237de12bdf0bfe4fe220bae65a89731,furniture_decor,2018-06-01,0.5,0.0,6.5,3.37,292.5,HW-trend,low
sku,a2da86fa759178e9e58e54aa1a144e59,telephony,2018-09-01,3.6,0.0,8.4,4.23,270.8,HW-trend,low
sku,a2da86fa759178e9e58e54aa1a144e59,telephony,2018-10-01,3.7,0.0,8.5,4.23,270.8,HW-trend,low
sku,a2da86fa759178e9e58e54aa1a144e59,telephony,2018-11-01,3.8,0.0,8.6,4.23,270.8,HW-trend,low
sku,a35a9f46dcee0a67c8c7ad8493eb4135,computers_accessories,2018-09-01,2.5,0.0,6.1,1.74,64.9,HW-trend,low
sku,a35a9f46dcee0a67c8c7ad8493eb4135,computers_accessories,2018-10-01,2.5,0.0,6.1,1.74,64.9,HW-trend,low
sku,a35a9f46dcee0a67c8c7ad8493eb4135,computers_accessories,2018-11-01,2.5,0.0,6.1,1.74,64.9,HW-trend,low
sku,a42d9c825894f96fc6ed02610891454d,sports_leisure,2018-09-01,0.8,0.0,3.4,0.7,36.3,HW-trend,medium
sku,a42d9c825894f96fc6ed02610891454d,sports_leisure,2018-10-01,0.7,0.0,3.3,0.7,36.3,HW-trend,medium
sku,a42d9c825894f96fc6ed02610891454d,sports_leisure,2018-11-01,0.6,0.0,3.2,0.7,36.3,HW-trend,medium
sku,a4aa7c1427c31344e5f7cc3d839fe562,pet_shop,2018-09-01,1.5,0.0,5.1,2.67,66.7,HW-trend,low
sku,a4aa7c1427c31344e5f7cc3d839fe562,pet_shop,2018-10-01,1.3,0.0,4.9,2.67,66.7,HW-trend,low
sku,a4aa7c1427c31344e5f7cc3d839fe562,pet_shop,2018-11-01,1.2,0.0,4.8,2.67,66.7,HW-trend,low
sku,a50acd33ba7a8da8e9db65094fa990a4,auto,2018-05-01,6.9,1.0,12.9,3.4,71.5,HW-trend,low
sku,a50acd33ba7a8da8e9db65094fa990a4,auto,2018-06-01,7.1,1.2,13.1,3.4,71.5,HW-trend,low
sku,a50acd33ba7a8da8e9db65094fa990a4,auto,2018-07-01,7.3,1.4,13.3,3.4,71.5,HW-trend,low
sku,a5341e3f8155dbb3e62323d3ea289729,furniture_decor,2018-09-01,1.7,0.0,5.1,3.24,231.6,HW-trend,low
sku,a5341e3f8155dbb3e62323d3ea289729,furniture_decor,2018-10-01,1.7,0.0,5.2,3.24,231.6,HW-trend,low
sku,a5341e3f8155dbb3e62323d3ea289729,furniture_decor,2018-11-01,1.7,0.0,5.2,3.24,231.6,HW-trend,low
sku,a5647c44af977b148e0a3a4751a09e2e,office_furniture,2018-08-01,1.0,0.0,3.8,1.12,54.8,HW-trend,low
sku,a5647c44af977b148e0a3a4751a09e2e,office_furniture,2018-09-01,1.0,0.0,3.8,1.12,54.8,HW-trend,low
sku,a5647c44af977b148e0a3a4751a09e2e,office_furniture,2018-10-01,1.0,0.0,3.8,1.12,54.8,HW-trend,low
sku,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,2018-09-01,9.5,7.2,11.9,1.9,21.8,HW-trend,medium
sku,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,2018-10-01,10.5,8.1,12.8,1.9,21.8,HW-trend,medium
sku,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,2018-11-01,11.4,9.0,13.7,1.9,21.8,HW-trend,medium
sku,a5ae8400fc9fcacd4af585a57bbf264a,pet_shop,2018-09-01,2.0,0.0,5.7,1.04,95.4,HW-trend,low
sku,a5ae8400fc9fcacd4af585a57bbf264a,pet_shop,2018-10-01,2.1,0.0,5.8,1.04,95.4,HW-trend,low
sku,a5ae8400fc9fcacd4af585a57bbf264a,pet_shop,2018-11-01,2.1,0.0,5.9,1.04,95.4,HW-trend,low
sku,a5f6ba3fe91a2e73f10b612131cb2404,electronics,2018-03-01,2.8,0.0,6.4,1.66,65.3,HW-trend,low
sku,a5f6ba3fe91a2e73f10b612131cb2404,electronics,2018-04-01,2.9,0.0,6.5,1.66,65.3,HW-trend,low
sku,a5f6ba3fe91a2e73f10b612131cb2404,electronics,2018-05-01,3.0,0.0,6.6,1.66,65.3,HW-trend,low
sku,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,2018-09-01,17.3,0.0,40.2,23.27,288.8,HW-trend,low
sku,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,2018-10-01,16.3,0.0,39.3,23.27,288.8,HW-trend,low
sku,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,2018-11-01,15.4,0.0,38.3,23.27,288.8,HW-trend,low
sku,a6ad77b15e566298a4e8ee2011ab1255,furniture_decor,2018-09-01,2.6,0.0,9.1,4.22,96.9,HW-trend,low
sku,a6ad77b15e566298a4e8ee2011ab1255,furniture_decor,2018-10-01,2.6,0.0,9.0,4.22,96.9,HW-trend,low
sku,a6ad77b15e566298a4e8ee2011ab1255,furniture_decor,2018-11-01,2.6,0.0,9.0,4.22,96.9,HW-trend,low
sku,a8075470f960215ffb67624782f80fec,garden_tools,2018-09-01,6.2,3.0,9.4,1.65,51.0,HW-trend,low
sku,a8075470f960215ffb67624782f80fec,garden_tools,2018-10-01,6.7,3.5,9.9,1.65,51.0,HW-trend,low
sku,a8075470f960215ffb67624782f80fec,garden_tools,2018-11-01,7.2,4.0,10.4,1.65,51.0,HW-trend,low
sku,a8115d34a4b7b74388da609692162c37,computers_accessories,2018-08-01,2.8,0.0,5.9,1.18,58.9,HW-trend,low
sku,a8115d34a4b7b74388da609692162c37,computers_accessories,2018-09-01,2.9,0.0,6.0,1.18,58.9,HW-trend,low
sku,a8115d34a4b7b74388da609692162c37,computers_accessories,2018-10-01,3.1,0.0,6.2,1.18,58.9,HW-trend,low
sku,a8fe47ad6f852f93cc92c7b408687de3,sports_leisure,2018-03-01,3.6,0.0,7.9,3.52,311.9,HW-trend,low
sku,a8fe47ad6f852f93cc92c7b408687de3,sports_leisure,2018-04-01,3.8,0.0,8.1,3.52,311.9,HW-trend,low
sku,a8fe47ad6f852f93cc92c7b408687de3,sports_leisure,2018-05-01,4.0,0.0,8.2,3.52,311.9,HW-trend,low
sku,a92930c327948861c015c919a0bcb4a8,watches_gifts,2018-09-01,33.5,16.1,50.8,27.34,75.9,HW-trend,low
sku,a92930c327948861c015c919a0bcb4a8,watches_gifts,2018-10-01,35.4,18.1,52.7,27.34,75.9,HW-trend,low
sku,a92930c327948861c015c919a0bcb4a8,watches_gifts,2018-11-01,37.3,20.0,54.7,27.34,75.9,HW-trend,low
sku,a9516a079e37a9c9c36b9b78b10169e8,office_furniture,2018-05-01,5.0,0.0,11.6,3.4,46.2,HW-trend,medium
sku,a9516a079e37a9c9c36b9b78b10169e8,office_furniture,2018-06-01,5.1,0.0,11.7,3.4,46.2,HW-trend,medium
sku,a9516a079e37a9c9c36b9b78b10169e8,office_furniture,2018-07-01,5.3,0.0,11.8,3.4,46.2,HW-trend,medium
sku,a9f480bfc49f0b85e8394e1cdf685b4e,toys,2018-04-01,2.6,0.0,7.2,2.76,76.2,HW-trend,low
sku,a9f480bfc49f0b85e8394e1cdf685b4e,toys,2018-05-01,2.6,0.0,7.2,2.76,76.2,HW-trend,low
sku,a9f480bfc49f0b85e8394e1cdf685b4e,toys,2018-06-01,2.6,0.0,7.2,2.76,76.2,HW-trend,low
sku,aa280035c50ba62c746480a59045eec4,toys,2018-06-01,2.1,0.0,7.8,5.6,214.6,HW-trend,low
sku,aa280035c50ba62c746480a59045eec4,toys,2018-07-01,2.2,0.0,7.9,5.6,214.6,HW-trend,low
sku,aa280035c50ba62c746480a59045eec4,toys,2018-08-01,2.2,0.0,7.9,5.6,214.6,HW-trend,low
sku,aa8d88eb4b9cb38894e33fa624c4287f,watches_gifts,2018-09-01,6.4,3.5,9.3,2.43,36.5,HW-trend,medium
sku,aa8d88eb4b9cb38894e33fa624c4287f,watches_gifts,2018-10-01,6.9,4.0,9.8,2.43,36.5,HW-trend,medium
sku,aa8d88eb4b9cb38894e33fa624c4287f,watches_gifts,2018-11-01,7.5,4.6,10.4,2.43,36.5,HW-trend,medium
sku,aadff88486740e0b0ebe2be6c09476ae,health_beauty,2018-09-01,4.3,0.0,8.6,2.33,148.6,HW-trend,low
sku,aadff88486740e0b0ebe2be6c09476ae,health_beauty,2018-10-01,4.3,0.0,8.7,2.33,148.6,HW-trend,low
sku,aadff88486740e0b0ebe2be6c09476ae,health_beauty,2018-11-01,4.4,0.0,8.7,2.33,148.6,HW-trend,low
sku,ab1f9387c0627dd24000bfbc54fdeee0,electronics,2018-09-01,5.9,0.0,12.9,4.94,367.0,HW-trend,low
sku,ab1f9387c0627dd24000bfbc54fdeee0,electronics,2018-10-01,5.6,0.0,12.6,4.94,367.0,HW-trend,low
sku,ab1f9387c0627dd24000bfbc54fdeee0,electronics,2018-11-01,5.2,0.0,12.2,4.94,367.0,HW-trend,low
sku,aba86c093ccdbac75b09111d57e50004,office_furniture,2018-05-01,1.6,0.0,6.3,1.99,55.8,HW-trend,low
sku,aba86c093ccdbac75b09111d57e50004,office_furniture,2018-06-01,1.4,0.0,6.1,1.99,55.8,HW-trend,low
sku,aba86c093ccdbac75b09111d57e50004,office_furniture,2018-07-01,1.2,0.0,5.9,1.99,55.8,HW-trend,low
sku,abc3432ff825d8e524db1d4eac6d2099,telephony,2018-09-01,5.9,2.6,9.2,1.27,19.8,HW-trend,high
sku,abc3432ff825d8e524db1d4eac6d2099,telephony,2018-10-01,6.3,3.0,9.6,1.27,19.8,HW-trend,high
sku,abc3432ff825d8e524db1d4eac6d2099,telephony,2018-11-01,6.7,3.4,10.0,1.27,19.8,HW-trend,high
sku,ac44def10e24998cdee20a208d691127,bed_bath_table,2018-07-01,5.9,4.4,7.3,2.83,52.2,HW-trend,low
sku,ac44def10e24998cdee20a208d691127,bed_bath_table,2018-08-01,6.2,4.8,7.7,2.83,52.2,HW-trend,low
sku,ac44def10e24998cdee20a208d691127,bed_bath_table,2018-09-01,6.6,5.1,8.0,2.83,52.2,HW-trend,low
sku,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,2018-09-01,0.0,0.0,74.7,112.78,4962.1,HW-trend,low
sku,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,2018-10-01,0.0,0.0,74.7,112.78,4962.1,HW-trend,low
sku,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,2018-11-01,0.0,0.0,74.7,112.78,4962.1,HW-trend,low
sku,acc444eb5ad26f79d5a11baa6a03c439,furniture_decor,2018-09-01,2.7,0.0,7.7,2.75,184.9,HW-trend,low
sku,acc444eb5ad26f79d5a11baa6a03c439,furniture_decor,2018-10-01,2.6,0.0,7.7,2.75,184.9,HW-trend,low
sku,acc444eb5ad26f79d5a11baa6a03c439,furniture_decor,2018-11-01,2.6,0.0,7.6,2.75,184.9,HW-trend,low
sku,ace5d86cf1ac63cdb76f49e5cd23d2f8,furniture_decor,2018-02-01,3.8,0.2,7.5,2.36,50.7,HW-trend,low
sku,ace5d86cf1ac63cdb76f49e5cd23d2f8,furniture_decor,2018-03-01,4.1,0.4,7.7,2.36,50.7,HW-trend,low
sku,ace5d86cf1ac63cdb76f49e5cd23d2f8,furniture_decor,2018-04-01,4.3,0.7,7.9,2.36,50.7,HW-trend,low
sku,ae52eeb8383b94455f0a08b1f88ad002,computers_accessories,2018-07-01,1.0,0.0,8.6,9.6,960.0,HW-trend,low
sku,ae52eeb8383b94455f0a08b1f88ad002,computers_accessories,2018-08-01,0.4,0.0,8.1,9.6,960.0,HW-trend,low
sku,ae52eeb8383b94455f0a08b1f88ad002,computers_accessories,2018-09-01,0.0,0.0,7.6,9.6,960.0,HW-trend,low
sku,af0a917aec9cea3b353ece61a8825326,bed_bath_table,2018-05-01,1.5,0.0,5.1,2.98,254.5,HW-trend,low
sku,af0a917aec9cea3b353ece61a8825326,bed_bath_table,2018-06-01,1.5,0.0,5.1,2.98,254.5,HW-trend,low
sku,af0a917aec9cea3b353ece61a8825326,bed_bath_table,2018-07-01,1.6,0.0,5.1,2.98,254.5,HW-trend,low
sku,af2d506fb01b724e03591349ad36b67e,baby,2018-09-01,9.1,4.5,13.7,3.76,33.7,HW-trend,medium
sku,af2d506fb01b724e03591349ad36b67e,baby,2018-10-01,10.1,5.5,14.7,3.76,33.7,HW-trend,medium
sku,af2d506fb01b724e03591349ad36b67e,baby,2018-11-01,11.0,6.4,15.6,3.76,33.7,HW-trend,medium
sku,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,2018-04-01,0.6,0.0,7.5,1.37,70.5,HW-trend,low
sku,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,2018-05-01,0.3,0.0,7.1,1.37,70.5,HW-trend,low
sku,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,2018-06-01,0.0,0.0,6.8,1.37,70.5,HW-trend,low
sku,afeeea6271148ee1bb15173b8187c431,telephony,2018-09-01,3.5,0.0,11.6,5.16,82.2,HW-trend,low
sku,afeeea6271148ee1bb15173b8187c431,telephony,2018-10-01,3.4,0.0,11.5,5.16,82.2,HW-trend,low
sku,afeeea6271148ee1bb15173b8187c431,telephony,2018-11-01,3.3,0.0,11.4,5.16,82.2,HW-trend,low
sku,b0961721fd839e9982420e807758a2a6,garden_tools,2018-09-01,2.9,0.0,17.1,0.85,22.7,HW-trend,medium
sku,b0961721fd839e9982420e807758a2a6,garden_tools,2018-10-01,2.8,0.0,17.0,0.85,22.7,HW-trend,medium
sku,b0961721fd839e9982420e807758a2a6,garden_tools,2018-11-01,2.7,0.0,16.9,0.85,22.7,HW-trend,medium
sku,b0c89945c034268074f5f80b362bda34,bed_bath_table,2018-09-01,2.3,0.0,5.2,2.13,68.4,HW-trend,low
sku,b0c89945c034268074f5f80b362bda34,bed_bath_table,2018-10-01,2.3,0.0,5.3,2.13,68.4,HW-trend,low
sku,b0c89945c034268074f5f80b362bda34,bed_bath_table,2018-11-01,2.4,0.0,5.4,2.13,68.4,HW-trend,low
sku,b0c8da302d49498d2ce6be8c631e4e20,computers_accessories,2018-09-01,5.7,0.0,11.5,3.2,56.3,HW-trend,low
sku,b0c8da302d49498d2ce6be8c631e4e20,computers_accessories,2018-10-01,6.1,0.3,11.9,3.2,56.3,HW-trend,low
sku,b0c8da302d49498d2ce6be8c631e4e20,computers_accessories,2018-11-01,6.5,0.7,12.3,3.2,56.3,HW-trend,low
